policy,scenario_id,seed,shield_enabled,success,collision,terminated,truncated,failure_type,episode_time,steps,path_length,path_length_ratio,minimum_clearance,mean_cross_track_error,max_cross_track_error,idle_time,angular_oscillation,action_smoothness,shield_pass,shield_clamp,shield_stop,shield_interventions,unsafe_without_shield,shield_sustained_time,safety_cost,inference_ms,simulation_steps_per_second
bc,S4,1001,False,1,0,1,0,,8.19999999999987,164,9.798782252608717,0.9798782252608718,0.08545606912008752,0.03604147323611273,0.10454393087991232,0.0,0,0.00017555667727719992,164,0,0,0,0,0.0,7.966831498133853,0.05897867687253449,947.3596819929606
ppo,S4,1001,False,0,0,0,1,TIMEOUT,18.000000000000014,360,6.789434733946639,0.678943473394664,0.642499976562566,0.32767781238670757,0.8104367004038422,0.0,0,0.0034131950233131647,360,0,0,0,0,0.0,0.0,0.07205906388460587,927.8813858323388
bc_dagger,S4,1001,False,1,0,1,0,,12.099999999999786,242,10.597355867156121,1.0597355867156122,0.642499976562566,0.8455453812661616,1.7496732246356586,0.0,1,0.00022191459720488638,242,0,0,0,0,0.0,0.0,0.060140169454434955,939.643133790871
lite_rule_baseline,S4,1001,True,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.18999999999999984,0.0,0.0,0.0,0,0.0004686947213485837,166,0,0,0,0,0.0,4.242549167456301,0.02382559649553711,981.3213926525724
bc,S4,1001,True,1,0,1,0,,8.19999999999987,164,9.798782252608717,0.9798782252608718,0.08545606912008752,0.03604147323611273,0.10454393087991232,0.0,0,0.00017555667727719992,164,0,0,0,0,0.0,7.966831498133853,0.06777028659975835,912.6023286669572
ppo,S4,1001,True,0,0,0,1,TIMEOUT,18.000000000000014,360,6.789434733946639,0.678943473394664,0.642499976562566,0.32767781238670757,0.8104367004038422,0.0,0,0.0034131950233131647,360,0,0,0,0,0.0,0.0,0.07436469720434818,914.4704477691628
bc_dagger,S4,1001,True,1,0,1,0,,12.099999999999786,242,10.597355867156121,1.0597355867156122,0.642499976562566,0.8455453812661616,1.7496732246356586,0.0,1,0.00022191459720488638,242,0,0,0,0,0.0,0.0,0.06008162398764638,942.7974515375513
lite_rule_baseline,S5,1000,False,1,0,1,0,,9.049999999999851,181,10.434929807002693,0.9759785483871608,0.08041612935618364,0.006885738310750025,0.05823718477871802,0.0,1,0.0016420953907072544,181,0,0,0,0,0.0,5.880767801205137,0.023312116017981912,983.8473732039355
bc,S5,1000,False,1,0,1,0,,9.54999999999984,191,10.630041588784179,0.9942273451762429,0.17318136110698956,0.13307955946505107,0.30514730332152606,0.0,2,0.0007337149581871927,191,0,0,0,0,0.0,1.1721183071551238,0.05975061782743326,941.3546733458969
ppo,S5,1000,False,0,0,0,1,TIMEOUT,18.000000000000014,360,5.979318824928857,0.5592454395986322,0.14661570223885056,1.1267778039500342,2.2116265712634364,0.0,0,0.0026318717282265425,360,0,0,0,0,0.0,2.4301984127151974,0.07165185832794425,926.4364429238367
bc_dagger,S5,1000,False,0,1,1,0,COLLISION_STATIC,3.0699999999999785,62,3.283685703462146,0.30712298649809516,-0.00047758036917239233,0.6794682090892182,1.6115691968421249,0.0,0,0.00016408726514782757,62,0,0,0,15,0.0,2.5771439541575614,0.05966193563630617,963.3106812918894
lite_rule_baseline,S5,1000,True,1,0,1,0,,9.049999999999851,181,10.434929807002693,0.9759785483871608,0.08041612935618364,0.006885738310750025,0.05823718477871802,0.0,1,0.0016420953907072544,181,0,0,0,0,0.0,5.880767801205137,0.024008215535692587,980.1320199913984
