policy,scenario_id,seed,shield_enabled,success,collision,terminated,truncated,failure_type,episode_time,steps,path_length,path_length_ratio,minimum_clearance,mean_cross_track_error,max_cross_track_error,idle_time,angular_oscillation,action_smoothness,shield_pass,shield_clamp,shield_stop,shield_interventions,unsafe_without_shield,shield_sustained_time,safety_cost,inference_ms,simulation_steps_per_second
bc,D0,1000,True,1,0,1,0,,8.349999999999866,167,9.808963755052678,0.9808963755052679,0.4782724456564863,0.057207843727859364,0.14902306234860863,0.0,1,0.0007272183429449797,167,0,0,0,0,0.0,0.0,0.059428874260856086,1000.0631237476867
ppo,D0,1000,True,0,0,0,1,TIMEOUT,18.000000000000014,360,6.650110763470067,0.6650110763470067,0.642499976562566,0.12988382882496272,0.2574456712387665,0.0,0,0.0036909827031195164,360,0,0,0,0,0.0,0.0,0.07214792776721879,979.8027942754146
bc_dagger,D0,1000,True,1,0,1,0,,11.299999999999804,226,10.324797771343484,1.0324797771343484,0.642499976562566,0.7604171828037598,1.510913447948473,0.0,2,0.00014229309454094619,226,0,0,0,0,0.0,0.0,0.060054230116051724,995.9965521958064
lite_rule_baseline,D0,1001,False,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.37627882454757,0.0,0.0,0.0,0,0.0004686947213485837,166,0,0,0,7,0.0,0.0,0.023847867522412542,1041.561543195125
bc,D0,1001,False,1,0,1,0,,8.349999999999866,167,9.808963755052678,0.9808963755052679,0.4782724456564863,0.057207843727859364,0.14902306234860863,0.0,1,0.0007272183429449797,167,0,0,0,0,0.0,0.0,0.05952970062565159,999.1252628310816
ppo,D0,1001,False,0,0,0,1,TIMEOUT,18.000000000000014,360,6.650110763470067,0.6650110763470067,0.642499976562566,0.12988382882496272,0.2574456712387665,0.0,0,0.0036909827031195164,360,0,0,0,0,0.0,0.0,0.07176597502317843,981.5587388924322
bc_dagger,D0,1001,False,1,0,1,0,,11.299999999999804,226,10.324797771343484,1.0324797771343484,0.642499976562566,0.7604171828037598,1.510913447948473,0.0,2,0.00014229309454094619,226,0,0,0,0,0.0,0.0,0.05865084517407705,999.8829384818944
lite_rule_baseline,D0,1001,True,1,0,1,0,,8.499999999999863,170,9.779264851808597,0.9779264851808597,0.4825891077089365,0.0,0.0,0.0,0,0.00048260902985930443,169,1,0,1,1,0.05,0.0,0.023448088123747286,1047.5309464525956
bc,D0,1001,True,1,0,1,0,,8.349999999999866,167,9.808963755052678,0.9808963755052679,0.4782724456564863,0.057207843727859364,0.14902306234860863,0.0,1,0.0007272183429449797,167,0,0,0,0,0.0,0.0,0.0594558443622817,1001.0967584485744
ppo,D0,1001,True,0,0,0,1,TIMEOUT,18.000000000000014,360,6.650110763470067,0.6650110763470067,0.642499976562566,0.12988382882496272,0.2574456712387665,0.0,0,0.0036909827031195164,360,0,0,0,0,0.0,0.0,0.07114351671286083,983.2768936453033
bc_dagger,D0,1001,True,1,0,1,0,,11.299999999999804,226,10.324797771343484,1.0324797771343484,0.642499976562566,0.7604171828037598,1.510913447948473,0.0,2,0.00014229309454094619,226,0,0,0,0,0.0,0.0,0.05866828765663467,1004.5151310580786
lite_rule_baseline,D1,1000,False,0,1,1,0,COLLISION_DYNAMIC,4.729999999999944,95,5.233890905380208,0.5233890905380207,-0.0023909053802885216,0.0,0.0,0.0,0,0.0020286478102207184,95,0,0,0,10,0.0,1.9034547624589988,0.02350834748588233,1057.6826729226834
bc,D1,1000,False,0,1,1,0,COLLISION_DYNAMIC,4.859999999999941,98,5.202531003394283,0.5202531003394283,-0.00844755818020726,0.039939337952038884,0.14720802872102023,0.0,0,0.00031644306727685034,98,0,0,0,10,0.0,1.9827001078321667,0.05860335726055735,1014.2512652324383
ppo,D1,1000,False,0,1,1,0,COLLISION_DYNAMIC,11.609999999999797,233,3.869278472897825,0.38692784728978247,-0.0027957328513861235,0.13044092646648303,0.26090588165546835,0.0,0,0.0028346581384539604,233,0,0,0,4,0.0,4.150401440909653,0.0708535922897451,985.5210170673076
bc_dagger,D1,1000,False,1,0,1,0,,10.949999999999811,219,10.255669452387123,1.0255669452387122,0.6185345979034492,0.7212249841367218,1.3809083946648535,0.0,4,0.0002650282403919846,219,0,0,0,0,0.0,0.0,0.05998764385010241,995.03768798964
lite_rule_baseline,D1,1000,True,0,1,1,0,COLLISION_DYNAMIC,5.2499999999999325,105,4.999204200539342,0.4999204200539342,-0.001704200539431766,0.0,0.0,0.15000000000000002,0,0.0008284255163744092,94,10,1,11,11,0.30000000000000004,2.88365314145563,0.02383132384801727,1035.2740854184976
bc,D1,1000,True,0,1,1,0,COLLISION_DYNAMIC,5.36999999999993,108,4.965408293741529,0.4965408293741529,-0.004000864751848798,0.04792547159158608,0.1351584003616786,0.15000000000000002,0,0.0004225733282510191,97,9,2,11,11,0.30000000000000004,3.085868653463697,0.06077428704682259,995.6689139644619
ppo,D1,1000,True,0,1,1,0,COLLISION_DYNAMIC,11.589999999999797,232,3.796894390977464,0.37968943909774644,-0.003914280588389274,0.12964863161285917,0.26090588165546835,0.1,0,0.0028346162289381027,229,1,2,3,3,0.15000000000000002,3.862408451463268,0.07132887070963925,984.1735058480047
bc_dagger,D1,1000,True,1,0,1,0,,10.949999999999811,219,10.255669452387123,1.0255669452387122,0.6185345979034492,0.7212249841367218,1.3809083946648535,0.0,4,0.0002650282403919846,219,0,0,0,0,0.0,0.0,0.059159031998912044,999.0072650447378
lite_rule_baseline,D1,1001,False,0,1,1,0,COLLISION_DYNAMIC,4.729999999999944,95,5.233890905380208,0.5233890905380207,-0.0023909053802885216,0.0,0.0,0.0,0,0.0020286478102207184,95,0,0,0,10,0.0,1.9034547624589988,0.023518031593994237,1052.9558310250625
bc,D1,1001,False,0,1,1,0,COLLISION_DYNAMIC,4.859999999999941,98,5.202531003394283,0.5202531003394283,-0.00844755818020726,0.039939337952038884,0.14720802872102023,0.0,0,0.00031644306727685034,98,0,0,0,10,0.0,1.9827001078321667,0.05987758161108086,1006.0990442676167
ppo,D1,1001,False,0,1,1,0,COLLISION_DYNAMIC,11.609999999999797,233,3.869278472897825,0.38692784728978247,-0.0027957328513861235,0.13044092646648303,0.26090588165546835,0.0,0,0.0028346581384539604,233,0,0,0,4,0.0,4.150401440909653,0.0715874377630607,980.7219403936762
bc_dagger,D1,1001,False,1,0,1,0,,10.949999999999811,219,10.255669452387123,1.0255669452387122,0.6185345979034492,0.7212249841367218,1.3809083946648535,0.0,4,0.0002650282403919846,219,0,0,0,0,0.0,0.0,0.05999105021923134,996.2845909082545
lite_rule_baseline,D1,1001,True,0,1,1,0,COLLISION_DYNAMIC,5.2499999999999325,105,4.999204200539342,0.4999204200539342,-0.001704200539431766,0.0,0.0,0.15000000000000002,0,0.0008284255163744092,94,10,1,11,11,0.30000000000000004,2.88365314145563,0.024217447623543973,1033.2416775653303
bc,D1,1001,True,0,1,1,0,COLLISION_DYNAMIC,5.36999999999993,108,4.965408293741529,0.4965408293741529,-0.004000864751848798,0.04792547159158608,0.1351584003616786,0.15000000000000002,0,0.0004225733282510191,97,9,2,11,11,0.30000000000000004,3.085868653463697,0.05995521296090037,994.5701534506529
ppo,D1,1001,True,0,1,1,0,COLLISION_DYNAMIC,11.589999999999797,232,3.796894390977464,0.37968943909774644,-0.003914280588389274,0.12964863161285917,0.26090588165546835,0.1,0,0.0028346162289381027,229,1,2,3,3,0.15000000000000002,3.862408451463268,0.07416126715631027,969.1789602556788
bc_dagger,D1,1001,True,1,0,1,0,,10.949999999999811,219,10.255669452387123,1.0255669452387122,0.6185345979034492,0.7212249841367218,1.3809083946648535,0.0,4,0.0002650282403919846,219,0,0,0,0,0.0,0.0,0.06006654336268176,997.8179407516179
