policy,scenario_id,seed,shield_enabled,success,collision,terminated,truncated,failure_type,episode_time,steps,path_length,path_length_ratio,minimum_clearance,mean_cross_track_error,max_cross_track_error,idle_time,angular_oscillation,total_abs_rotation,action_smoothness,shield_pass,shield_clamp,shield_stop,shield_interventions,unsafe_without_shield,shield_sustained_time,safety_cost,inference_ms,simulation_steps_per_second
bc,S3,1000,False,0,1,1,0,COLLISION_STATIC,10.08999999999983,202,11.191859918761264,1.0731915235943994,-0.003845620511187975,0.14982081413246717,0.29513187698884613,0.0,3,2.0650473423406956,0.0007474081940017641,202,0,0,0,16,0.0,3.679793670281761,0.08386382685082683,746.9776535350069
ppo,S3,1000,False,1,0,1,0,,8.349999999999866,167,10.533493863120729,1.0100605627474641,0.2594253575718922,0.18477765456458503,0.2887026787231686,0.0,3,1.8440434143418676,0.0008766692481003702,167,0,0,0,0,0.0,0.25310155763443704,0.13853947880878642,649.1724840926278
bc_dagger,S3,1000,False,0,1,1,0,COLLISION_STATIC,3.8099999999999627,77,4.071562560573096,0.390423616763333,-0.011322187759745306,0.8619385224889968,1.9554800795492144,0.0,1,0.49865334884845625,0.00013525766553357244,77,0,0,0,14,0.0,2.1759489500643134,0.08882735048907554,734.7737207523456
lite_rule_baseline,S3,1000,True,1,0,1,0,,9.349999999999845,187,10.165844292807755,0.974806511555169,0.04423418174580007,0.006540259588486886,0.04722815056235838,0.0,1,1.2135883904673301,0.0022814322728663683,185,2,0,2,2,0.05,8.681161535743502,0.029784401003732024,800.4860003097564
bc,S3,1000,True,0,0,0,1,TIMEOUT,18.000000000000014,360,11.160706063068648,1.0702041690260535,0.0353076212868183,0.20206057575091418,0.29477059636861885,5.899999999999987,3,2.2430281989846863,0.00042311465949751437,208,61,91,152,152,6.95,40.00809395652418,0.08055301379701835,730.9619305260929
ppo,S3,1000,True,1,0,1,0,,8.349999999999866,167,10.533493863120729,1.0100605627474641,0.2594253575718922,0.18477765456458503,0.2887026787231686,0.0,3,1.8440434143418676,0.0008766692481003702,167,0,0,0,0,0.0,0.25310155763443704,0.13919562285833623,649.0541105225718
bc_dagger,S3,1000,True,0,0,0,1,SHIELD_SATURATION,18.000000000000014,360,4.0159962498920105,0.38509534299532516,0.03590766709265625,1.6830265093417798,1.918001538651007,11.750000000000032,1,0.5970604326564352,0.00010537195339566097,90,63,207,270,270,12.75,69.11415852794205,0.09777859436831528,593.7321674192176
lite_rule_baseline,S3,1001,False,1,0,1,0,,8.949999999999854,179,10.162428332882333,0.9744789539138554,0.05728731364171619,0.007670245910164895,0.04633134003427089,0.0,1,1.2416647355706476,0.00210104463621974,179,0,0,0,2,0.0,6.773496319717086,0.04143756417984887,618.2632896461907
bc,S3,1001,False,0,1,1,0,COLLISION_STATIC,10.08999999999983,202,11.191859918761264,1.0731915235943994,-0.003845620511187975,0.14982081413246717,0.29513187698884613,0.0,3,2.0650473423406956,0.0007474081940017641,202,0,0,0,16,0.0,3.679793670281761,0.08911732179017641,712.3108877607311
ppo,S3,1001,False,1,0,1,0,,8.349999999999866,167,10.533493863120729,1.0100605627474641,0.2594253575718922,0.18477765456458503,0.2887026787231686,0.0,3,1.8440434143418676,0.0008766692481003702,167,0,0,0,0,0.0,0.25310155763443704,0.1408960419495431,646.4897749834066
bc_dagger,S3,1001,False,0,1,1,0,COLLISION_STATIC,3.8099999999999627,77,4.071562560573096,0.390423616763333,-0.011322187759745306,0.8619385224889968,1.9554800795492144,0.0,1,0.49865334884845625,0.00013525766553357244,77,0,0,0,14,0.0,2.1759489500643134,0.08304545435866995,788.8892995009829
lite_rule_baseline,S3,1001,True,1,0,1,0,,9.349999999999845,187,10.165844292807755,0.974806511555169,0.04423418174580007,0.006540259588486886,0.04722815056235838,0.0,1,1.2135883904673301,0.0022814322728663683,185,2,0,2,2,0.05,8.681161535743502,0.03413553485854773,716.5924686884179
bc,S3,1001,True,0,0,0,1,TIMEOUT,18.000000000000014,360,11.160706063068648,1.0702041690260535,0.0353076212868183,0.20206057575091418,0.29477059636861885,5.899999999999987,3,2.2430281989846863,0.00042311465949751437,208,61,91,152,152,6.95,40.00809395652418,0.095093441500972,626.8602207664063
ppo,S3,1001,True,1,0,1,0,,8.349999999999866,167,10.533493863120729,1.0100605627474641,0.2594253575718922,0.18477765456458503,0.2887026787231686,0.0,3,1.8440434143418676,0.0008766692481003702,167,0,0,0,0,0.0,0.25310155763443704,0.13831115572979608,653.8900339010659
bc_dagger,S3,1001,True,0,0,0,1,SHIELD_SATURATION,18.000000000000014,360,4.0159962498920105,0.38509534299532516,0.03590766709265625,1.6830265093417798,1.918001538651007,11.750000000000032,1,0.5970604326564352,0.00010537195339566097,90,63,207,270,270,12.75,69.11415852794205,0.09577984439804116,583.7335751240964
lite_rule_baseline,S4,1000,False,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.18999999999999984,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,4.242549167456301,0.03325022892140733,748.251216333486
bc,S4,1000,False,1,0,1,0,,8.19999999999987,164,9.798782252608717,0.9798782252608718,0.08545606912008752,0.03604147323611273,0.10454393087991232,0.0,0,0.24639475887961446,0.00017555667727719992,164,0,0,0,0,0.0,7.966831498133853,0.09396515866772062,675.1950053724609
