policy,scenario_id,seed,shield_enabled,success,collision,terminated,truncated,failure_type,episode_time,steps,path_length,path_length_ratio,minimum_clearance,mean_cross_track_error,max_cross_track_error,idle_time,angular_oscillation,total_abs_rotation,action_smoothness,shield_pass,shield_clamp,shield_stop,shield_interventions,unsafe_without_shield,shield_sustained_time,safety_cost,inference_ms,simulation_steps_per_second
ppo,S0,1001,False,0,0,0,1,TIMEOUT,18.000000000000014,360,7.256936191959507,0.7256936191959507,0.642499976562566,0.7557263177758503,1.2325050084975073,0.0,1,11.947553569113364,0.00019426681683398783,360,0,0,0,0,0.0,0.0,0.0721527639042405,1022.9912538751893
bc_dagger,S0,1001,False,1,0,1,0,,11.149999999999807,223,10.274569745248424,1.0274569745248425,0.642499976562566,0.7262998784077724,1.3485661354907328,0.0,2,1.555926409432431,3.538655073498376e-05,223,0,0,0,0,0.0,0.0,0.05919020186574355,1041.3906066997217
lite_rule_baseline,S0,1001,True,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.6424999999999997,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,0.0,0.023374921631812068,1095.8274067618415
bc,S0,1001,True,1,0,1,0,,8.19999999999987,164,9.76176827778746,0.976176827778746,0.6424999992993637,0.03694966315503432,0.06382490030154386,0.0,0,0.13716597204838765,8.710504334885627e-05,164,0,0,0,0,0.0,0.0,0.05935417069982888,1042.8711218706596
ppo,S0,1001,True,0,0,0,1,TIMEOUT,18.000000000000014,360,7.256936191959507,0.7256936191959507,0.642499976562566,0.7557263177758503,1.2325050084975073,0.0,1,11.947553569113364,0.00019426681683398783,360,0,0,0,0,0.0,0.0,0.07173367502622972,1025.0289782121404
bc_dagger,S0,1001,True,1,0,1,0,,11.149999999999807,223,10.274569745248424,1.0274569745248425,0.642499976562566,0.7262998784077724,1.3485661354907328,0.0,2,1.555926409432431,3.538655073498376e-05,223,0,0,0,0,0.0,0.0,0.06004539002710588,1037.7722334189364
lite_rule_baseline,S1,1000,False,1,0,1,0,,9.199999999999848,184,10.098341490016947,0.9766931588556713,0.0541077302356775,0.021743939331250964,0.12799673317418922,0.0,1,1.9287784834461674,0.0026627960614860058,184,0,0,0,0,0.0,5.9041269277269235,0.023644000006954782,969.4276859380236
bc,S1,1000,False,1,0,1,0,,8.899999999999855,178,10.108500303271528,0.9776757007332311,0.052624704141387146,0.05495857705703331,0.12503735741782745,0.0,1,1.8656545468140389,0.0017426395788788795,178,0,0,0,0,0.0,5.089030203809914,0.06053255056235429,933.5331821646029
ppo,S1,1000,False,0,0,0,1,CIRCLING,18.000000000000014,360,6.364570863050351,0.6155696781633576,0.24725824363447024,0.8462157578240502,1.6015049888247646,0.0,0,14.104881395399579,0.000332490453729406,360,0,0,0,0,0.0,1.0364021298957515,0.07239951951305557,915.7382018231053
bc_dagger,S1,1000,False,0,0,0,1,TIMEOUT,18.000000000000014,360,17.367605516362552,1.6797631086554645,0.43376527689422895,1.6800099697017177,5.083548207213856,0.0,3,7.01138033317402,0.0003432339581195265,360,0,0,0,0,0.0,0.0,0.05952417495791451,926.331157685945
lite_rule_baseline,S1,1000,True,1,0,1,0,,9.199999999999848,184,10.098341490016947,0.9766931588556713,0.0541077302356775,0.021743939331250964,0.12799673317418922,0.0,1,1.9287784834461674,0.0026627960614860058,184,0,0,0,0,0.0,5.9041269277269235,0.024425923959864558,969.2449108036936
bc,S1,1000,True,1,0,1,0,,8.899999999999855,178,10.108500303271528,0.9776757007332311,0.052624704141387146,0.05495857705703331,0.12503735741782745,0.0,1,1.8656545468140389,0.0017426395788788795,178,0,0,0,0,0.0,5.089030203809914,0.060444061786297375,934.1935828674792
ppo,S1,1000,True,0,0,0,1,CIRCLING,18.000000000000014,360,6.364570863050351,0.6155696781633576,0.24725824363447024,0.8462157578240502,1.6015049888247646,0.0,0,14.104881395399579,0.000332490453729406,360,0,0,0,0,0.0,1.0364021298957515,0.07169471389513798,920.4768709445532
bc_dagger,S1,1000,True,0,0,0,1,TIMEOUT,18.000000000000014,360,17.367605516362552,1.6797631086554645,0.43376527689422895,1.6800099697017177,5.083548207213856,0.0,3,7.01138033317402,0.0003432339581195265,360,0,0,0,0,0.0,0.0,0.05962650835600572,931.2725200325068
lite_rule_baseline,S1,1001,False,1,0,1,0,,9.199999999999848,184,10.098341490016947,0.9766931588556713,0.0541077302356775,0.021743939331250964,0.12799673317418922,0.0,1,1.9287784834461674,0.0026627960614860058,184,0,0,0,0,0.0,5.9041269277269235,0.023658505419323617,971.8675609910907
bc,S1,1001,False,1,0,1,0,,8.899999999999855,178,10.108500303271528,0.9776757007332311,0.052624704141387146,0.05495857705703331,0.12503735741782745,0.0,1,1.8656545468140389,0.0017426395788788795,178,0,0,0,0,0.0,5.089030203809914,0.060837539289361836,933.1145581638741
ppo,S1,1001,False,0,0,0,1,CIRCLING,18.000000000000014,360,6.364570863050351,0.6155696781633576,0.24725824363447024,0.8462157578240502,1.6015049888247646,0.0,0,14.104881395399579,0.000332490453729406,360,0,0,0,0,0.0,1.0364021298957515,0.07268363610314231,914.0564747254768
bc_dagger,S1,1001,False,0,0,0,1,TIMEOUT,18.000000000000014,360,17.367605516362552,1.6797631086554645,0.43376527689422895,1.6800099697017177,5.083548207213856,0.0,3,7.01138033317402,0.0003432339581195265,360,0,0,0,0,0.0,0.0,0.059810519522013945,928.3243358918068
lite_rule_baseline,S1,1001,True,1,0,1,0,,9.199999999999848,184,10.098341490016947,0.9766931588556713,0.0541077302356775,0.021743939331250964,0.12799673317418922,0.0,1,1.9287784834461674,0.0026627960614860058,184,0,0,0,0,0.0,5.9041269277269235,0.023938445496162825,971.082585556784
bc,S1,1001,True,1,0,1,0,,8.899999999999855,178,10.108500303271528,0.9776757007332311,0.052624704141387146,0.05495857705703331,0.12503735741782745,0.0,1,1.8656545468140389,0.0017426395788788795,178,0,0,0,0,0.0,5.089030203809914,0.060521112358442174,933.941969672353
ppo,S1,1001,True,0,0,0,1,CIRCLING,18.000000000000014,360,6.364570863050351,0.6155696781633576,0.24725824363447024,0.8462157578240502,1.6015049888247646,0.0,0,14.104881395399579,0.000332490453729406,360,0,0,0,0,0.0,1.0364021298957515,0.07145024167382669,917.3923250578266
bc_dagger,S1,1001,True,0,0,0,1,TIMEOUT,18.000000000000014,360,17.367605516362552,1.6797631086554645,0.43376527689422895,1.6800099697017177,5.083548207213856,0.0,3,7.01138033317402,0.0003432339581195265,360,0,0,0,0,0.0,0.0,0.05927325831483662,931.3313462315355
lite_rule_baseline,S2,1000,False,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.39,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,0.0,0.023418975988205196,881.2361726193565
bc,S2,1000,False,1,0,1,0,,8.299999999999867,166,9.79741401935165,0.9797414019351651,0.3598717616418442,0.016188570523218617,0.030128238358155812,0.0,0,0.22852335006173236,0.00019652003538794816,166,0,0,0,0,0.0,0.0,0.05929167476217599,851.0918257085924
ppo,S2,1000,False,0,0,0,1,CIRCLING,18.000000000000014,360,5.250791160952349,0.5250791160952348,0.4432455284727982,0.2771718499089173,0.6098174228456159,0.0,0,15.768867905139924,0.0006414796225726604,360,0,0,0,0,0.0,0.0,0.07108704723274666,839.1381002762196
bc_dagger,S2,1000,False,1,0,1,0,,9.449999999999843,189,9.830454581890024,0.9830454581890024,0.10291192065154975,0.16317628997208763,0.28708807934845026,0.0,1,0.7963112546654885,0.000161938471137546,189,0,0,0,0,0.0,14.019484379003497,0.05853815345429611,852.8542534213275
lite_rule_baseline,S2,1000,True,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.39,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,0.0,0.023485674746443252,885.8642613089113
bc,S2,1000,True,1,0,1,0,,8.299999999999867,166,9.79741401935165,0.9797414019351651,0.3598717616418442,0.016188570523218617,0.030128238358155812,0.0,0,0.22852335006173236,0.00019652003538794816,166,0,0,0,0,0.0,0.0,0.06028384336513041,848.9315253206701
ppo,S2,1000,True,0,0,0,1,CIRCLING,18.000000000000014,360,5.250791160952349,0.5250791160952348,0.4432455284727982,0.2771718499089173,0.6098174228456159,0.0,0,15.768867905139924,0.0006414796225726604,360,0,0,0,0,0.0,0.0,0.07169894444511253,837.4239321322543
bc_dagger,S2,1000,True,1,0,1,0,,9.449999999999843,189,9.830454581890024,0.9830454581890024,0.10291192065154975,0.16317628997208763,0.28708807934845026,0.0,1,0.7963112546654885,0.000161938471137546,189,0,0,0,0,0.0,14.019484379003497,0.05880405290183801,848.4556448467322
lite_rule_baseline,S2,1001,False,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.39,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,0.0,0.02364786751168578,880.9316117146309
bc,S2,1001,False,1,0,1,0,,8.299999999999867,166,9.79741401935165,0.9797414019351651,0.3598717616418442,0.016188570523218617,0.030128238358155812,0.0,0,0.22852335006173236,0.00019652003538794816,166,0,0,0,0,0.0,0.0,0.06177733735879533,845.9142913044409
ppo,S2,1001,False,0,0,0,1,CIRCLING,18.000000000000014,360,5.250791160952349,0.5250791160952348,0.4432455284727982,0.2771718499089173,0.6098174228456159,0.0,0,15.768867905139924,0.0006414796225726604,360,0,0,0,0,0.0,0.0,0.07125902499056894,838.3805980086396
